summa, 1, 12, 1, 384, 384, 384, 1, 12, 1, 1.101870, 25, 0.044075
summa, 1, 12, 1, 384, 384, 384, 1, 12, 2, 0.678106, 25, 0.027124
summa, 1, 12, 1, 384, 384, 384, 1, 12, 4, 0.523546, 25, 0.020942
summa, 1, 1, 12, 384, 384, 384, 1, 1, 1, 0.830332, 25, 0.033213
summa, 1, 1, 12, 384, 384, 384, 1, 1, 2, 0.620002, 25, 0.024800
summa, 1, 1, 12, 384, 384, 384, 1, 1, 4, 0.683038, 25, 0.027322
summa, 1, 2, 6, 384, 384, 384, 1, 2, 1, 1.151867, 25, 0.046075
summa, 1, 2, 6, 384, 384, 384, 1, 2, 2, 0.639207, 25, 0.025568
summa, 1, 2, 6, 384, 384, 384, 1, 2, 4, 0.467162, 25, 0.018686
summa, 1, 4, 3, 384, 384, 384, 1, 4, 1, 0.584668, 25, 0.023387
summa, 1, 4, 3, 384, 384, 384, 1, 4, 2, 0.404124, 25, 0.016165
summa, 1, 4, 3, 384, 384, 384, 1, 4, 4, 0.299972, 25, 0.011999
summa, 1, 6, 2, 384, 384, 384, 1, 6, 1, 0.639264, 25, 0.025571
summa, 1, 6, 2, 384, 384, 384, 1, 6, 2, 0.402760, 25, 0.016110
summa, 1, 6, 2, 384, 384, 384, 1, 6, 4, 0.323525, 25, 0.012941
summa, 1, 12, 1, 384, 384, 384, 1, 12, 1, 0.840528, 25, 0.033621
summa, 1, 12, 1, 384, 384, 384, 1, 12, 2, 0.906811, 25, 0.036272
summa, 1, 12, 1, 384, 384, 384, 1, 12, 4, 0.560730, 25, 0.022429
summa, 1, 1, 12, 384, 384, 384, 1, 1, 1, 1.139539, 25, 0.045582
summa, 1, 1, 12, 384, 384, 384, 1, 1, 2, 0.952213, 25, 0.038089
summa, 1, 1, 12, 384, 384, 384, 1, 1, 4, 0.550198, 25, 0.022008
summa, 1, 2, 6, 384, 384, 384, 1, 2, 1, 0.902733, 25, 0.036109
summa, 1, 2, 6, 384, 384, 384, 1, 2, 2, 0.725781, 25, 0.029031
summa, 1, 2, 6, 384, 384, 384, 1, 2, 4, 0.515503, 25, 0.020620
summa, 1, 4, 3, 384, 384, 384, 1, 4, 1, 0.521075, 25, 0.020843
summa, 1, 4, 3, 384, 384, 384, 1, 4, 2, 0.394801, 25, 0.015792
summa, 1, 4, 3, 384, 384, 384, 1, 4, 4, 0.303714, 25, 0.012149
summa, 1, 6, 2, 384, 384, 384, 1, 6, 1, 0.443298, 25, 0.017732
summa, 1, 6, 2, 384, 384, 384, 1, 6, 2, 0.323156, 25, 0.012926
summa, 1, 6, 2, 384, 384, 384, 1, 6, 4, 0.204953, 25, 0.008198
summa, 1, 12, 1, 384, 384, 384, 1, 12, 1, 0.388243, 25, 0.015530
summa, 1, 12, 1, 384, 384, 384, 1, 12, 2, 0.284692, 25, 0.011388
summa, 1, 12, 1, 384, 384, 384, 1, 12, 4, 0.249327, 25, 0.009973
summa, 2, 12, 1, 384, 384, 384, 2, 12, 1, 0.895561, 25, 0.035822
summa, 2, 12, 1, 384, 384, 384, 2, 12, 2, 0.518996, 25, 0.020760
summa, 2, 12, 1, 384, 384, 384, 2, 12, 4, 0.484090, 25, 0.019364
summa, 2, 1, 12, 384, 384, 384, 2, 1, 1, 1.495861, 25, 0.059834
summa, 2, 1, 12, 384, 384, 384, 2, 1, 2, 0.629622, 25, 0.025185
summa, 2, 1, 12, 384, 384, 384, 2, 1, 4, 0.552554, 25, 0.022102
summa, 2, 2, 6, 384, 384, 384, 2, 2, 1, 1.024235, 25, 0.040969
